-1.38219,2.3125,0.429297,19041.2,-nan,0.05
-1.47586,2.47788,0.534922,5855.74,-nan,0.1
-1.36465,2.2651,0.400859,1697.3,-nan,0.15
-1.49961,2.50176,0.532969,1310.67,-nan,0.2
-1.48531,2.47606,0.536875,808.319,-nan,0.25
-1.54332,2.56876,0.579609,583.162,-nan,0.3
-1.43965,2.41838,0.523281,459.977,-nan,0.35
-1.51133,2.49398,0.511484,247.142,-nan,0.4
-1.36047,2.28312,0.437344,243.414,-nan,0.45
-1.3873,2.31736,0.441484,184.963,-nan,0.5
-1.42102,2.37507,0.475469,162.566,-nan,0.55
-1.37137,2.2665,0.42,94.8234,-nan,0.6
-1.32406,2.22949,0.415625,118.368,-nan,0.65
-1.26879,2.14256,0.401484,99.079,-nan,0.7
-1.29934,2.15721,0.390781,61.9508,-nan,0.75
-1.26,2.1502,0.422344,89.8398,-nan,0.8
-1.32641,2.21596,0.45375,58.7004,-nan,0.85
-1.25398,2.13984,0.431172,70.2616,-nan,0.9
-1.20754,2.04214,0.357344,50.091,-nan,0.95
-1.16996,1.99995,0.391172,50.9339,-nan,1
-1.16957,2.00709,0.403828,49.0049,-nan,1.05
-1.25887,2.15476,0.451875,49.7419,-nan,1.1
-1.13527,1.94642,0.375312,37.9567,-nan,1.15
-1.12855,1.95505,0.381328,39.8924,-nan,1.2
-1.11293,1.87085,0.320625,21.8636,-nan,1.25
-1.03383,1.78223,0.322813,26.6815,-nan,1.3
-1.06828,1.83774,0.338516,25.6339,-nan,1.35
-1.10301,1.93382,0.390859,32.5129,-nan,1.4
-0.946562,1.66429,0.258437,23.0731,-nan,1.45
-0.927734,1.60003,0.240078,16.2366,-nan,1.5
-0.887383,1.50829,0.246172,11.1112,-nan,1.55
-1.01391,1.77039,0.328516,20.0335,-nan,1.6
-0.820625,1.40701,0.206563,9.64011,-nan,1.65
-0.848516,1.49189,0.218672,13.4874,-nan,1.7
-0.895312,1.53668,0.227266,10.3623,-nan,1.75
-0.858477,1.5224,0.221484,13.5309,-nan,1.8
-0.735938,1.26445,0.181328,6.36219,-nan,1.85
-0.702891,1.23982,0.185625,7.6815,-nan,1.9
-0.780352,1.41279,0.244844,11.6545,-nan,1.95
-1.07336,1.83109,0.383047,10.3763,-nan,2
-0.701719,1.25301,0.185703,7.48088,-nan,2.05
-0.56582,1.00627,0.14375,4.44874,-nan,2.1
-0.648516,1.20389,0.193828,8.15341,-nan,2.15
-0.553633,0.951027,0.107578,2.53832,-nan,2.2
-0.564531,1.04714,0.141484,5.60629,-nan,2.25
-0.466953,0.878387,0.120625,4.07463,-nan,2.3
-0.447383,0.799478,0.111875,2.3319,-nan,2.35
-0.38543,0.697945,0.1,1.88036,-nan,2.4
-0.337461,0.625525,0.08,1.68076,-nan,2.45
-0.374375,0.66991,0.086875,1.46208,-nan,2.5
-0.315898,0.584617,0.0778906,1.34269,-nan,2.55
-0.321055,0.616755,0.0822656,1.7388,-nan,2.6
-0.315156,0.593003,0.0880469,1.40089,-nan,2.65
-0.292656,0.590777,0.0801562,1.79172,-nan,2.7
-0.265,0.499008,0.0822656,0.92477,-nan,2.75
-0.286953,0.54979,0.0778906,1.17726,-nan,2.8
-0.300508,0.592744,0.0796094,1.49053,-nan,2.85
-0.247188,0.498561,0.0751562,1.1029,-nan,2.9
-0.234414,0.451511,0.0739063,0.732427,-nan,2.95
-0.223555,0.451142,0.0664844,0.845433,-nan,3
-0.241953,0.457619,0.0721094,0.646439,-nan,3.05
-0.226328,0.450503,0.0801562,0.752665,-nan,3.1
-0.220273,0.463057,0.07375,0.914036,-nan,3.15
-0.300859,0.582066,0.0744531,1.05453,-nan,3.2
-0.23707,0.453836,0.0725,0.593149,-nan,3.25
-0.249492,0.460277,0.0645312,0.487852,-nan,3.3
-0.233437,0.458867,0.0635938,0.638019,-nan,3.35
-0.205078,0.411363,0.0680469,0.536106,-nan,3.4
-0.233789,0.461363,0.0757812,0.617349,-nan,3.45
-0.241094,0.494148,0.0711719,0.783349,-nan,3.5
-0.175898,0.348804,0.065,0.339351,-nan,3.55
-0.321836,0.663037,0.0907031,1.35411,-nan,3.6
-0.305234,0.60011,0.0736719,0.919896,-nan,3.65
-0.271602,0.552321,0.0703125,0.854281,-nan,3.7
-0.324336,0.631061,0.0808594,0.924397,-nan,3.75
-0.31668,0.584362,0.0721875,0.593833,-nan,3.8
-0.168437,0.334087,0.0675,0.264918,-nan,3.85
-0.162383,0.344686,0.0578906,0.339051,-nan,3.9
-0.158867,0.308405,0.0609375,0.197114,-nan,3.95
-0.158555,0.368037,0.0625,0.445909,-nan,4
-0.157695,0.32871,0.0616406,0.272137,-nan,4.05
-0.164336,0.325511,0.0604688,0.220652,-nan,4.1
-0.149336,0.305319,0.065,0.21107,-nan,4.15
-0.119102,0.275224,0.0619531,0.224355,-nan,4.2
-0.143164,0.288545,0.0585156,0.171589,-nan,4.25
-0.161719,0.345508,0.0651562,0.284943,-nan,4.3
-0.12707,0.29087,0.0529688,0.229519,-nan,4.35
-0.114336,0.276356,0.0582031,0.222301,-nan,4.4
-0.132656,0.286401,0.064375,0.18761,-nan,4.45
-0.136406,0.284679,0.0599219,0.165902,-nan,4.5
